Date,Area_Name,Road_Name,Traffic_Volume,Average_Speed,Congestion_Level,Road_Capacity_Utilization,Environmental_Impact,Public_Transport_Usage,Weather_Conditions,Month,Day_of_Week,Is_Weekend,Incident_Reports,Pedestrian_Cyclist_Count
2022-01-03,Whitefield,Marathahalli Bridge,9154,40.2261826942468,40.23335460979075,48.30378185258941,68.30799999999999,15.845050168906813,Clear,1,Monday,0,0,197
2022-01-03,Whitefield,ITPL Main Road,24968,36.72769056447677,84.89404196860987,100.0,99.936,70.80193897326222,Windy,1,Monday,0,1,82
2022-01-03,Koramangala,Sony World Junction,51459,27.326524371119504,100.0,100.0,152.918,29.667423271456123,Clear,1,Monday,0,0,99
2022-01-03,Koramangala,Sarjapur Road,28481,36.50393786476208,100.0,100.0,106.962,66.96565137948642,Overcast,1,Monday,0,2,116
2022-01-03,Jayanagar,Jayanagar 4th Block,10179,40.30824347895295,26.938337822070565,51.83630715352135,70.358,77.89400784702222,Clear,1,Monday,0,0,199
2022-01-04,Indiranagar,100 Feet Road,46199,41.228499323474985,100.0,100.0,142.398,57.01904790840997,Clear,1,Tuesday,0,2,86
2022-01-04,Indiranagar,CMH Road,56242,52.55340842443204,100.0,100.0,162.48399999999998,12.014787341933728,Clear,1,Tuesday,0,0,106
2022-01-04,Whitefield,Marathahalli Bridge,20450,24.607678222398995,65.13177600713266,100.0,90.9,53.54606901595115,Clear,1,Tuesday,0,1,100
2022-01-04,Whitefield,ITPL Main Road,13391,51.69672548830039,37.21426110487965,63.23545838957772,76.782,19.71790208545871,Clear,1,Tuesday,0,0,194
2022-01-04,Koramangala,Sony World Junction,28369,29.409745067661436,86.33738400847444,100.0,106.738,35.498890273365284,Overcast,1,Tuesday,0,1,104
2022-01-04,Koramangala,Sarjapur Road,31228,42.57507710047305,97.78375372046088,100.0,112.456,35.82395476988407,Fog,1,Tuesday,0,2,73
2022-01-04,M.G. Road,Trinity Circle,34180,37.03463635867223,100.0,100.0,118.36,32.54554159082248,Fog,1,Tuesday,0,0,103
2022-01-04,M.G. Road,Anil Kumble Circle,43569,40.38910043684659,100.0,100.0,137.138,55.214206893212086,Clear,1,Tuesday,0,1,92
2022-01-04,Jayanagar,Jayanagar 4th Block,16342,39.54830800668156,46.07800824656617,81.95511389570255,82.684,78.76650318360245,Clear,1,Tuesday,0,0,110
2022-01-04,Yeshwanthpur,Yeshwanthpur Circle,19306,34.979532763712655,64.50554090702242,93.9540973241508,88.612,52.74340297091428,Clear,1,Tuesday,0,0,88
2022-01-04,Yeshwanthpur,Tumkur Road,16012,39.23108130476851,57.00338777781191,82.66227859889686,82.024,43.01033319851109,Windy,1,Tuesday,0,0,118
2022-01-05,Indiranagar,100 Feet Road,49952,50.80134095075202,100.0,100.0,149.904,21.498605855169508,Overcast,1,Wednesday,0,2,101
2022-01-05,Indiranagar,CMH Road,33970,20.0,100.0,100.0,117.94,72.9702201292198,Clear,1,Wednesday,0,1,116
2022-01-05,Whitefield,ITPL Main Road,17018,57.473270552317246,64.60451832768582,87.97597211224532,84.036,31.820544745688377,Clear,1,Wednesday,0,0,108
2022-01-05,Koramangala,Sony World Junction,58920,25.21236284217693,100.0,100.0,167.84,54.88033430197081,Clear,1,Wednesday,0,2,92
2022-01-05,Koramangala,Sarjapur Road,46963,34.44415329089545,100.0,100.0,143.926,71.0486736260906,Clear,1,Wednesday,0,2,106
2022-01-05,Jayanagar,Jayanagar 4th Block,18111,55.94191518470949,58.35005407740261,86.10261638822031,86.22200000000001,66.19974140186079,Overcast,1,Wednesday,0,0,97
2022-01-05,Jayanagar,South End Circle,22491,42.39264835108181,67.787140407596,100.0,94.982,39.32478146531835,Clear,1,Wednesday,0,0,102
2022-01-05,Hebbal,Hebbal Flyover,38924,23.934740912583298,100.0,100.0,127.848,62.49723292794245,Clear,1,Wednesday,0,2,90
2022-01-05,Yeshwanthpur,Yeshwanthpur Circle,25165,20.0,82.6985882720979,100.0,100.33,22.73496913466898,Rain,1,Wednesday,0,1,96
2022-01-05,Yeshwanthpur,Tumkur Road,15871,57.71555094994159,47.34277657199232,76.66574796588071,81.742,17.28760073892017,Clear,1,Wednesday,0,1,104
2022-01-06,Indiranagar,100 Feet Road,46556,46.59329803364248,100.0,100.0,143.112,15.985597159812766,Clear,1,Thursday,0,2,89
2022-01-06,Indiranagar,CMH Road,22591,30.915387036364404,70.66460614979086,100.0,95.182,30.612603167934235,Fog,1,Thursday,0,2,100
2022-01-06,Whitefield,Marathahalli Bridge,20310,51.72257284413772,60.48712148145648,100.0,90.62,22.01755000938125,Clear,1,Thursday,0,1,117
2022-01-06,Koramangala,Sony World Junction,61024,44.82690983945514,100.0,100.0,172.048,36.81969697746482,Clear,1,Thursday,0,2,89
2022-01-06,Koramangala,Sarjapur Road,28153,21.483153943836665,98.22425143701824,100.0,106.306,25.045826501352973,Clear,1,Thursday,0,4,103
2022-01-06,M.G. Road,Trinity Circle,12965,62.7080063563551,41.91321343874159,62.28902033239107,75.93,29.050159606097388,Clear,1,Thursday,0,2,198
2022-01-06,M.G. Road,Anil Kumble Circle,57145,45.62209850913712,100.0,100.0,164.29000000000002,79.13676055976529,Overcast,1,Thursday,0,1,89
2022-01-06,Jayanagar,South End Circle,40516,34.19584226291008,100.0,100.0,131.03199999999998,51.73889149374372,Clear,1,Thursday,0,1,82
2022-01-06,Hebbal,Hebbal Flyover,22893,46.965547765115744,78.82782752874019,100.0,95.786,70.90692117306509,Fog,1,Thursday,0,2,101
2022-01-06,Hebbal,Ballari Road,28470,20.0,97.4501092643674,100.0,106.94,61.630761111222405,Clear,1,Thursday,0,3,96
2022-01-06,Yeshwanthpur,Yeshwanthpur Circle,6965,47.3421473253652,26.80961232052806,32.00753887865064,63.93,39.23065430494498,Clear,1,Thursday,0,2,199
2022-01-06,Yeshwanthpur,Tumkur Road,32668,51.21108557787716,100.0,100.0,115.336,23.05067835009782,Rain,1,Thursday,0,1,97
2022-01-07,Indiranagar,100 Feet Road,24405,29.84255885002768,82.95172415675621,100.0,98.81,72.2123655908284,Clear,1,Friday,0,2,110
2022-01-07,Indiranagar,CMH Road,25768,25.49316208594673,85.81084803490874,100.0,101.536,69.5844839834138,Clear,1,Friday,0,2,103
2022-01-07,Whitefield,ITPL Main Road,34362,46.08703580582908,100.0,100.0,118.724,21.10235737051516,Fog,1,Friday,0,5,87
2022-01-07,Electronic City,Silk Board Junction,12382,45.46436548156149,36.46940495461653,63.25005703099611,74.764,64.58917766058005,Clear,1,Friday,0,0,202
2022-01-07,M.G. Road,Anil Kumble Circle,50214,36.94089992898308,100.0,100.0,150.428,50.75193221233913,Fog,1,Friday,0,0,108
2022-01-07,Jayanagar,Jayanagar 4th Block,21131,44.34249738927012,69.35472079420164,100.0,92.262,41.59709170307728,Clear,1,Friday,0,1,106
2022-01-07,Hebbal,Hebbal Flyover,39110,23.53041371266561,100.0,100.0,128.22,78.87843535718798,Clear,1,Friday,0,2,91
2022-01-07,Hebbal,Ballari Road,42022,34.7107511582513,100.0,100.0,134.04399999999998,12.276832564387634,Clear,1,Friday,0,5,109
2022-01-08,Indiranagar,100 Feet Road,36384,28.18948342525119,100.0,100.0,122.768,15.071282145619122,Rain,1,Saturday,1,2,103
2022-01-08,Indiranagar,CMH Road,11033,44.5228864385802,46.5099185320096,51.589955429015134,72.066,53.270901402268336,Clear,1,Saturday,1,0,201
2022-01-08,Whitefield,Marathahalli Bridge,16390,34.37367222583899,60.64506731551499,78.9515024424481,82.78,17.31974882340802,Fog,1,Saturday,1,0,78
2022-01-08,Koramangala,Sarjapur Road,65269,36.975996046924,100.0,100.0,180.538,14.224645879339466,Windy,1,Saturday,1,2,113
2022-01-08,Electronic City,Hosur Road,17926,66.42270358611864,64.13736889877862,86.91454741331299,85.852,57.6159769701904,Overcast,1,Saturday,1,3,92
2022-01-08,M.G. Road,Trinity Circle,22876,65.01737102530136,75.98671216182738,100.0,95.752,51.46452300153536,Fog,1,Saturday,1,2,104
2022-01-08,M.G. Road,Anil Kumble Circle,49798,28.283766320619485,100.0,100.0,149.596,70.9524930890758,Clear,1,Saturday,1,2,96
2022-01-08,Jayanagar,South End Circle,30323,27.919211338058588,93.69413988103364,100.0,110.646,15.144772313100887,Clear,1,Saturday,1,1,95
2022-01-08,Yeshwanthpur,Yeshwanthpur Circle,13356,65.76747983560841,50.63340305900106,67.63354364396753,76.712,17.834373357840953,Clear,1,Saturday,1,1,201
2022-01-09,Indiranagar,CMH Road,38748,38.46488475897993,100.0,100.0,127.496,12.098151291087458,Windy,1,Sunday,1,2,90
2022-01-09,Whitefield,ITPL Main Road,34188,25.82840194803964,100.0,100.0,118.376,12.12709417877858,Rain,1,Sunday,1,4,105
2022-01-09,Koramangala,Sony World Junction,32010,32.4761995653555,100.0,100.0,114.02,56.73153698945093,Overcast,1,Sunday,1,3,109
2022-01-09,Koramangala,Sarjapur Road,13903,30.599491174057057,50.25267746713058,68.40058101270346,77.806,26.62808916120292,Rain,1,Sunday,1,0,174
2022-01-09,M.G. Road,Anil Kumble Circle,34831,20.0,100.0,100.0,119.662,23.704458997848228,Overcast,1,Sunday,1,5,115
2022-01-09,Jayanagar,South End Circle,14614,44.0166037320525,44.85913263185906,76.10025897832664,79.22800000000001,31.79153894092025,Clear,1,Sunday,1,0,190
2022-01-09,Hebbal,Ballari Road,28195,38.19781934142537,95.3295777259114,100.0,106.39,54.320596291581566,Clear,1,Sunday,1,4,110
2022-01-10,Indiranagar,100 Feet Road,43024,28.070948022040927,100.0,100.0,136.048,53.67015272736011,Overcast,1,Monday,0,3,89
2022-01-10,Indiranagar,CMH Road,13224,61.23396562299045,38.71894192231952,65.02905995905515,76.44800000000001,44.773680120141854,Clear,1,Monday,0,0,208
2022-01-10,Koramangala,Sony World Junction,31137,51.283966231285376,99.27321333119612,100.0,112.274,72.59336122648827,Clear,1,Monday,0,0,91
2022-01-10,Koramangala,Sarjapur Road,60935,20.0,100.0,100.0,171.87,56.86408686387331,Clear,1,Monday,0,2,102
2022-01-10,M.G. Road,Trinity Circle,39508,20.8628550309502,100.0,100.0,129.01600000000002,26.42494572988175,Clear,1,Monday,0,4,101
2022-01-10,M.G. Road,Anil Kumble Circle,39400,33.47530163619456,100.0,100.0,128.8,31.218984916173003,Clear,1,Monday,0,0,84
2022-01-10,Jayanagar,Jayanagar 4th Block,28165,59.92999517432791,100.0,100.0,106.33,67.22147959438341,Fog,1,Monday,0,4,113
2022-01-10,Jayanagar,South End Circle,28609,26.015320182089628,92.28532786408904,100.0,107.218,70.34101375908358,Clear,1,Monday,0,2,103
2022-01-10,Hebbal,Hebbal Flyover,18780,43.13028697014554,55.30332578309645,98.53115111589172,87.56,77.6075512807254,Clear,1,Monday,0,0,100
2022-01-10,Hebbal,Ballari Road,27100,39.17190464382564,81.5603258755467,100.0,104.2,79.6406422018837,Clear,1,Monday,0,1,88
2022-01-10,Yeshwanthpur,Tumkur Road,16397,54.12435249259166,55.1974959448997,81.2458338389037,82.794,72.06229506683266,Overcast,1,Monday,0,0,96
2022-01-11,Indiranagar,100 Feet Road,11423,20.0,33.272930841567344,59.71789823122136,72.846,47.47170920168141,Clear,1,Tuesday,0,0,199
2022-01-11,Indiranagar,CMH Road,10806,44.59911487343447,40.767141547756,53.79018129368767,71.612,37.61333949990247,Rain,1,Tuesday,0,0,213
2022-01-11,Whitefield,Marathahalli Bridge,40629,28.94285076996661,100.0,100.0,131.25799999999998,46.28856153616429,Clear,1,Tuesday,0,2,100
2022-01-11,Koramangala,Sony World Junction,14197,57.98811324847052,44.31739792825032,73.73153531181183,78.394,22.187653473385904,Clear,1,Tuesday,0,1,212
2022-01-11,Electronic City,Hosur Road,13734,60.01333651955487,38.20772836318813,69.82012968038867,77.468,47.12114932744108,Windy,1,Tuesday,0,1,213
2022-01-11,M.G. Road,Trinity Circle,48585,38.592094004578406,100.0,100.0,147.17000000000002,40.24538180609372,Clear,1,Tuesday,0,1,121
2022-01-11,Jayanagar,South End Circle,35331,37.825799504882994,100.0,100.0,120.662,48.15188432278568,Clear,1,Tuesday,0,4,75
2022-01-11,Hebbal,Ballari Road,31483,42.2361361917778,100.0,100.0,112.966,58.22197114350635,Clear,1,Tuesday,0,2,108
2022-01-11,Yeshwanthpur,Yeshwanthpur Circle,24863,40.77188038914457,83.9783656527124,100.0,99.726,34.87691980800176,Clear,1,Tuesday,0,1,96
2022-01-12,Indiranagar,CMH Road,37767,38.38720502869636,100.0,100.0,125.534,53.371253622188846,Clear,1,Wednesday,0,2,84
2022-01-12,Whitefield,Marathahalli Bridge,29583,53.8661464608941,100.0,100.0,109.166,15.39407953940318,Fog,1,Wednesday,0,3,109
2022-01-12,Whitefield,ITPL Main Road,14566,26.3346338292694,42.96557238755756,73.81225294063739,79.132,39.487363730585045,Overcast,1,Wednesday,0,3,180
2022-01-12,Koramangala,Sony World Junction,43533,23.803825667109887,100.0,100.0,137.066,68.21879305730414,Clear,1,Wednesday,0,0,94
2022-01-12,Electronic City,Silk Board Junction,19320,20.0,56.0120302751425,98.87939306973765,88.64,40.57954918306257,Clear,1,Wednesday,0,0,88
2022-01-12,M.G. Road,Trinity Circle,48094,26.075441606430964,100.0,100.0,146.188,63.15787836925746,Clear,1,Wednesday,0,1,81
2022-01-12,Jayanagar,Jayanagar 4th Block,21711,34.73359265264269,62.806467935509794,100.0,93.422,75.57757234231643,Windy,1,Wednesday,0,1,93
2022-01-12,Hebbal,Hebbal Flyover,31399,34.643585177025166,100.0,100.0,112.798,20.58727801144542,Clear,1,Wednesday,0,0,112
2022-01-12,Yeshwanthpur,Tumkur Road,18517,45.86143883046375,61.41725907593427,89.24274540163275,87.03399999999999,42.360689270042506,Clear,1,Wednesday,0,2,101
2022-01-13,Indiranagar,100 Feet Road,11371,51.02477209439482,31.197460401979253,55.157150648714975,72.742,24.34168919054988,Clear,1,Thursday,0,1,218
2022-01-13,Indiranagar,CMH Road,11938,37.64141550677165,40.56736929238761,59.6681250803429,73.876,55.974607330700586,Clear,1,Thursday,0,0,187
2022-01-13,Koramangala,Sarjapur Road,55123,36.1772121738091,100.0,100.0,160.24599999999998,78.84650309006554,Rain,1,Thursday,0,3,90
2022-01-13,M.G. Road,Trinity Circle,52096,49.12220555415429,100.0,100.0,154.192,71.73494308132507,Overcast,1,Thursday,0,3,101
2022-01-13,M.G. Road,Anil Kumble Circle,26541,38.041929195534216,89.28587509971089,100.0,103.082,42.148563802124976,Clear,1,Thursday,0,2,111
2022-01-13,Jayanagar,South End Circle,17216,35.77589815501497,62.36319340593279,87.59147584881674,84.432,68.9013287159332,Rain,1,Thursday,0,1,104
2022-01-13,Hebbal,Ballari Road,19195,50.24264677643169,59.56885510242154,97.40381910058709,88.39,31.37174736877119,Overcast,1,Thursday,0,1,94
2022-01-14,Indiranagar,100 Feet Road,24545,51.50381788721268,74.0364560509363,100.0,99.09,78.37602299574615,Overcast,1,Friday,0,3,117
2022-01-14,Koramangala,Sony World Junction,56258,45.85982116175032,100.0,100.0,162.51600000000002,59.2580184222557,Clear,1,Friday,0,1,92
2022-01-14,Koramangala,Sarjapur Road,32100,26.36048778579194,97.96285671956709,100.0,114.2,15.527841353358005,Overcast,1,Friday,0,4,101
2022-01-14,Electronic City,Hosur Road,6265,51.41930534961551,28.46291133897868,32.04272352048322,62.53,40.12991872246931,Overcast,1,Friday,0,0,212
2022-01-14,M.G. Road,Trinity Circle,35956,42.82870243581346,100.0,100.0,121.912,76.53717368103425,Clear,1,Friday,0,2,100
2022-01-14,M.G. Road,Anil Kumble Circle,38339,20.0,100.0,100.0,126.678,46.160083991218535,Clear,1,Friday,0,1,91
2022-01-14,Jayanagar,South End Circle,28132,33.19510211068366,91.71363415807716,100.0,106.264,34.165619996118444,Windy,1,Friday,0,1,100
2022-01-14,Hebbal,Hebbal Flyover,16393,29.158640569945103,58.92398622267046,83.04405214090704,82.786,67.66532689549064,Clear,1,Friday,0,0,78
2022-01-14,Yeshwanthpur,Yeshwanthpur Circle,9696,37.8084668075758,30.69895580374951,50.99178047808419,69.392,15.61260098573324,Clear,1,Friday,0,0,207
2022-01-14,Yeshwanthpur,Tumkur Road,21620,52.58938600121948,76.54612777598854,100.0,93.24,47.377723078343465,Clear,1,Friday,0,1,98
2022-01-15,Indiranagar,100 Feet Road,20081,52.32649360729083,69.98249963850546,100.0,90.162,57.10766356761027,Fog,1,Saturday,1,1,109
2022-01-15,Indiranagar,CMH Road,40722,28.06813172763581,100.0,100.0,131.44400000000002,21.680214118912694,Clear,1,Saturday,1,3,114
2022-01-15,Koramangala,Sony World Junction,13316,36.94129933503811,46.50225165572048,65.2259372819754,76.632,79.16251763089143,Clear,1,Saturday,1,0,182
2022-01-15,Electronic City,Silk Board Junction,4901,41.381886607674325,21.4609389456702,24.090230088818902,59.802,73.00582281115365,Rain,1,Saturday,1,0,192
2022-01-15,M.G. Road,Anil Kumble Circle,45841,20.13722970049706,100.0,100.0,141.68200000000002,47.91933686870028,Clear,1,Saturday,1,1,98
2022-01-15,Jayanagar,Jayanagar 4th Block,14041,52.47910256117534,39.587267360247246,69.64543749202203,78.082,38.12451604580269,Rain,1,Saturday,1,1,205
2022-01-15,Jayanagar,South End Circle,11644,29.970296716048463,48.09391027664361,62.31454610937243,73.288,70.89784117533794,Clear,1,Saturday,1,1,181
2022-01-15,Hebbal,Ballari Road,29959,38.90522897565001,100.0,100.0,109.918,24.22561637602611,Clear,1,Saturday,1,1,100
2022-01-16,Indiranagar,100 Feet Road,37666,35.895806812552486,100.0,100.0,125.332,71.84253340902424,Clear,1,Sunday,1,4,104
2022-01-16,Indiranagar,CMH Road,33681,39.07052287124535,100.0,100.0,117.362,77.02136133266673,Clear,1,Sunday,1,2,105
2022-01-16,Koramangala,Sarjapur Road,47091,46.82453826605304,100.0,100.0,144.18200000000002,44.13394667670476,Clear,1,Sunday,1,1,97
2022-01-16,M.G. Road,Trinity Circle,44425,37.13293707372939,100.0,100.0,138.85,15.103128475753245,Overcast,1,Sunday,1,2,92
2022-01-16,M.G. Road,Anil Kumble Circle,50941,20.0,100.0,100.0,151.882,72.2061356185779,Clear,1,Sunday,1,4,102
2022-01-16,Jayanagar,Jayanagar 4th Block,28429,40.054701591666266,95.81335268149112,100.0,106.858,28.99865663127001,Clear,1,Sunday,1,1,87
2022-01-16,Jayanagar,South End Circle,8373,45.153789813721055,32.04952974911433,37.49189621621866,66.746,27.27767084413316,Clear,1,Sunday,1,1,179
2022-01-16,Hebbal,Hebbal Flyover,29521,44.44971665388732,100.0,100.0,109.042,58.091348655226994,Clear,1,Sunday,1,1,104
2022-01-17,Indiranagar,100 Feet Road,43778,45.58484543530325,100.0,100.0,137.55599999999998,35.20353261306848,Clear,1,Monday,0,1,98
2022-01-17,Indiranagar,CMH Road,11546,59.524675344707454,45.49362668906458,54.84994054698659,73.092,71.61097165450396,Clear,1,Monday,0,1,204
2022-01-17,Whitefield,ITPL Main Road,28643,27.38592456715195,89.46097216454773,100.0,107.286,14.066436645624483,Clear,1,Monday,0,1,93
2022-01-17,Koramangala,Sony World Junction,14771,35.05650625391488,47.32246161176405,74.16437678412095,79.542,10.694667478948494,Clear,1,Monday,0,0,201
2022-01-17,M.G. Road,Trinity Circle,13672,50.91814133741378,40.88498999250545,63.53552363366629,77.344,64.119931174307,Clear,1,Monday,0,0,195
2022-01-17,Jayanagar,South End Circle,38680,41.76966387339537,100.0,100.0,127.36,25.976475444558936,Clear,1,Monday,0,1,108
2022-01-18,Indiranagar,CMH Road,22675,39.021916135146405,78.03160616465328,100.0,95.35,66.77866389534296,Clear,1,Tuesday,0,1,105
2022-01-18,Whitefield,Marathahalli Bridge,24990,51.19926332395805,76.2460608855794,100.0,99.98,77.05538847397393,Clear,1,Tuesday,0,2,100
2022-01-18,Koramangala,Sony World Junction,43308,34.16966396507227,100.0,100.0,136.616,69.05547648362767,Windy,1,Tuesday,0,1,112
2022-01-18,M.G. Road,Anil Kumble Circle,30048,21.368259954071892,91.62163124054032,100.0,110.096,76.05911149741546,Fog,1,Tuesday,0,3,89
2022-01-18,Hebbal,Hebbal Flyover,29980,50.62255131950422,90.17539566885549,100.0,109.96,54.4054582210181,Clear,1,Tuesday,0,2,112
2022-01-18,Hebbal,Ballari Road,27611,38.38993685309247,87.81436544484997,100.0,105.222,63.27055464467744,Clear,1,Tuesday,0,2,123
2022-01-18,Yeshwanthpur,Yeshwanthpur Circle,25136,22.55168761781843,78.5946449245368,100.0,100.272,45.41705354144521,Overcast,1,Tuesday,0,1,72
2022-01-19,Indiranagar,100 Feet Road,37647,61.34222043649959,100.0,100.0,125.294,64.62558521048172,Clear,1,Wednesday,0,4,90
2022-01-19,Indiranagar,CMH Road,24022,52.09641290505808,86.29090495349169,100.0,98.044,20.61165523600696,Clear,1,Wednesday,0,3,93
2022-01-19,Whitefield,ITPL Main Road,21972,45.34152417488025,67.76250662499345,100.0,93.944,26.129166348214493,Rain,1,Wednesday,0,0,129
2022-01-19,Koramangala,Sarjapur Road,32388,25.188344688603184,100.0,100.0,114.776,51.34464837962464,Clear,1,Wednesday,0,5,101
2022-01-19,M.G. Road,Trinity Circle,22823,52.92934853493107,81.25677231710529,100.0,95.646,75.30474037987705,Overcast,1,Wednesday,0,2,106
2022-01-19,M.G. Road,Anil Kumble Circle,55355,28.82746813453077,100.0,100.0,160.70999999999998,76.29634669759633,Fog,1,Wednesday,0,5,89
2022-01-19,Jayanagar,Jayanagar 4th Block,35758,39.54795169642381,100.0,100.0,121.516,45.33569188131697,Clear,1,Wednesday,0,3,89
2022-01-19,Jayanagar,South End Circle,34084,26.372242359568794,100.0,100.0,118.168,53.74118697248992,Rain,1,Wednesday,0,2,116
2022-01-19,Hebbal,Ballari Road,22499,29.849046570443495,79.65064767847228,100.0,94.998,64.8631889738875,Clear,1,Wednesday,0,0,105
2022-01-20,Indiranagar,100 Feet Road,34920,21.739523139179617,100.0,100.0,119.84,40.241324931615424,Windy,1,Thursday,0,1,100
2022-01-20,Indiranagar,CMH Road,34071,52.01521070420735,100.0,100.0,118.142,43.8127788291223,Clear,1,Thursday,0,1,103
2022-01-20,Whitefield,Marathahalli Bridge,9673,58.40461051790348,27.59137389048416,43.51610684214475,69.346,57.32184016367832,Clear,1,Thursday,0,1,192
2022-01-20,Koramangala,Sony World Junction,29570,37.76793449325288,100.0,100.0,109.14,50.80482397629842,Overcast,1,Thursday,0,2,125
2022-01-20,Koramangala,Sarjapur Road,56542,33.5907208572238,100.0,100.0,163.084,40.40823233046268,Rain,1,Thursday,0,1,103
2022-01-20,Electronic City,Silk Board Junction,12718,50.67941743075132,37.36085854072934,60.73406482993165,75.436,27.329183919592047,Rain,1,Thursday,0,0,210
2022-01-20,Yeshwanthpur,Yeshwanthpur Circle,23607,53.87290837266743,70.05917438667156,100.0,97.214,35.79142439416052,Rain,1,Thursday,0,3,109
2022-01-21,Indiranagar,100 Feet Road,37614,36.84247913944103,100.0,100.0,125.228,11.533933014250628,Overcast,1,Friday,0,1,79
2022-01-21,Indiranagar,CMH Road,32230,43.132051867479774,100.0,100.0,114.46,22.99526934308701,Clear,1,Friday,0,0,110
2022-01-21,Whitefield,Marathahalli Bridge,21898,57.44679580736786,70.06911650806205,100.0,93.796,34.80974641551384,Clear,1,Friday,0,4,113
2022-01-21,Koramangala,Sony World Junction,63687,39.82687887209213,100.0,100.0,177.374,57.155179223243536,Clear,1,Friday,0,2,91
2022-01-21,M.G. Road,Trinity Circle,12718,49.249661162475455,34.50024302295999,60.81361304748171,75.436,52.54268781669568,Clear,1,Friday,0,0,195
2022-01-21,M.G. Road,Anil Kumble Circle,34242,20.0,100.0,100.0,118.484,45.00789264536389,Clear,1,Friday,0,1,104
2022-01-21,Jayanagar,Jayanagar 4th Block,18866,36.93932441250195,60.72385413042719,98.28674777618778,87.732,45.54635447711454,Clear,1,Friday,0,0,109
